from,to,dt,duration,dropped
2520653481,5366395958,7/26/2013 20:35,1,0
2520653481,4123276185,7/10/2013 17:42,7,0
2520653481,1736378851,2/8/2013 11:35,9,0
2520653481,7811272662,1/29/2013 19:42,4,0
2520653481,1296335962,7/12/2013 23:49,1,0
2520653481,8061245928,2/22/2013 21:40,18,0
2520653481,4635053435,9/27/2013 10:24,2,1
2520653481,4415178157,7/24/2013 18:38,4,1
2520653481,1736378851,9/17/2013 19:57,12,0
2520653481,4754381399,6/25/2013 12:07,8,0
2520653481,4635053435,10/16/2013 21:15,17,0
2520653481,1736378851,2/7/2013 11:52,8,1
2520653481,8342429963,2/22/2013 8:38,11,0
2520653481,5977014400,10/20/2013 13:42,21,0
2520653481,9931629644,9/3/2013 21:24,22,0
2520653481,8061245928,4/15/2013 19:41,14,0
2520653481,7811272662,12/5/2013 13:41,15,0
2520653481,4724030795,3/13/2013 21:13,3,1
2520653481,1736378851,8/16/2013 20:23,13,0
2520653481,9961538236,4/28/2013 9:44,5,0
2520653481,7575833974,10/10/2013 14:19,1,0
2520653481,5366395958,9/24/2013 17:37,20,1
2520653481,3140631084,6/11/2013 10:48,6,0
2520653481,5299420150,9/11/2013 22:40,7,0
2520653481,8061245928,12/27/2013 9:12,12,0
2520653481,8993184566,4/3/2013 21:25,9,1
2520653481,2550341762,1/11/2013 18:18,6,0
2520653481,4754381399,10/19/2013 18:18,1,0
2520653481,2788519665,6/21/2013 18:43,11,0
2520653481,5299420150,9/29/2013 23:28,5,1
2520653481,3172005440,3/19/2013 18:47,11,0
2520653481,2399052355,5/6/2013 11:28,1,0
2520653481,8240099168,3/28/2013 12:54,1,0
2520653481,1617934433,1/3/2013 10:45,25,0
2520653481,4635053435,5/8/2013 0:38,9,0
2520653481,4754381399,1/2/2013 20:53,9,0
2520653481,7343483490,3/8/2013 19:07,8,0
2520653481,8061245928,9/19/2013 12:00,4,0
2520653481,5215167449,1/8/2013 6:26,11,0
2520653481,2501770245,5/31/2013 22:59,13,0
2520653481,1736378851,6/20/2013 20:23,9,0
2520653481,5778713178,10/11/2013 20:02,13,0
2520653481,4635053435,5/16/2013 10:39,1,0
2520653481,8383849957,4/19/2013 8:25,6,0
2520653481,1736378851,4/11/2013 9:07,9,1
2520653481,8383849957,9/3/2013 21:59,9,0
2520653481,5977014400,7/29/2013 16:50,6,0
2520653481,7474750907,2/8/2013 20:03,8,1
2520653481,8240099168,9/17/2013 22:57,6,1
2520653481,3161938767,9/9/2013 11:58,17,1
2520653481,4415178157,5/2/2013 20:39,3,0
2520653481,7713476838,12/19/2013 21:24,13,0
2520653481,7713476838,5/1/2013 21:23,2,0
2520653481,5778713178,2/10/2013 23:12,23,0
2520653481,5299420150,1/2/2013 22:17,8,1
2520653481,1736378851,1/26/2013 5:22,16,0
2520653481,5355101946,5/11/2013 20:49,1,0
2520653481,4635053435,10/3/2013 19:33,1,1
2520653481,8061245928,8/27/2013 22:22,20,0
2520653481,6027793716,2/24/2013 17:43,4,0
2520653481,8993184566,2/20/2013 17:38,23,0
2520653481,6191386422,9/5/2013 19:53,11,1
2520653481,4635053435,5/16/2013 19:47,7,1
2520653481,1736378851,7/21/2013 22:47,3,0
2520653481,8342429963,9/10/2013 10:45,1,0
2520653481,4635053435,4/24/2013 12:07,1,0
2520653481,7655655199,7/12/2013 19:40,12,0
2520653481,8383849957,2/1/2013 13:53,11,0
2520653481,4825254563,8/24/2013 13:22,4,0
2520653481,5366395958,5/30/2013 12:57,8,1
2520653481,5099724478,1/22/2013 6:05,12,0
2520653481,8342429963,11/13/2013 17:02,3,0
2520653481,4123276185,2/6/2013 19:52,7,0
2520653481,5366395958,6/8/2013 23:14,12,1
2520653481,9558311509,9/25/2013 17:14,16,0
2520653481,4415178157,9/15/2013 0:23,1,0
2520653481,5299420150,1/31/2013 11:58,14,0
2520653481,8383849957,11/28/2013 20:32,6,0
2520653481,8061245928,6/15/2013 17:06,6,0
2520653481,4123276185,6/15/2013 11:35,8,0
2520653481,2399052355,3/6/2013 18:42,9,0
2520653481,1980565462,9/29/2013 8:29,9,0
2520653481,4557385201,10/17/2013 21:26,19,0
2520653481,8240099168,10/25/2013 17:49,23,0
2520653481,7026025201,8/27/2013 19:57,11,0
2520653481,8706635863,10/28/2013 1:17,13,0
2520653481,4635053435,5/31/2013 1:23,16,0
2520653481,4635053435,3/16/2013 13:23,7,0
2520653481,3161938767,11/26/2013 14:16,4,0
2520653481,7811272662,10/18/2013 14:05,16,0
2520653481,4754381399,3/19/2013 18:25,1,0
2520653481,2550341762,12/6/2013 23:29,8,0
2520653481,8061245928,9/20/2013 19:01,8,0
2520653481,6499359254,8/2/2013 21:27,12,0
2520653481,1736378851,9/27/2013 12:34,6,1
2520653481,3161938767,8/5/2013 7:52,6,0
2520653481,3161938767,3/4/2013 22:48,11,0
2520653481,6191386422,3/31/2013 22:39,11,0
2520653481,6027793716,7/22/2013 10:03,4,0
2520653481,8383849957,5/9/2013 8:26,8,0
2520653481,4825254563,5/3/2013 21:08,12,0
2520653481,5299420150,2/17/2013 7:47,1,0
2520653481,2788519665,8/29/2013 21:40,1,0
2520653481,4724030795,9/25/2013 13:28,1,0
2520653481,5299420150,8/31/2013 12:52,12,1
2520653481,5299420150,3/24/2013 19:04,1,0
2520653481,1980565462,11/8/2013 14:37,18,0
2520653481,8383849957,5/31/2013 17:24,1,0
2520653481,5366395958,12/6/2013 23:01,1,0
2520653481,4825254563,10/11/2013 22:40,14,0
2520653481,5299420150,6/29/2013 21:29,5,0
2520653481,8706635863,10/26/2013 7:37,2,0
2520653481,4635053435,8/11/2013 22:34,16,0
2520653481,4415178157,3/3/2013 22:42,13,0
2520653481,7713476838,4/13/2013 6:53,6,0
2520653481,4919679008,3/17/2013 23:49,12,0
2520653481,4919679008,3/19/2013 13:07,18,0
2520653481,3360539049,11/3/2013 18:07,17,0
2520653481,5355101946,5/31/2013 6:31,4,0
2520653481,8383849957,6/29/2013 7:32,10,0
2520653481,5366395958,4/30/2013 23:42,5,0
2520653481,7343483490,9/12/2013 9:00,12,0
2520653481,4825254563,9/5/2013 15:45,4,0
2520653481,4635053435,8/10/2013 6:18,20,0
2520653481,5968347790,4/16/2013 20:21,1,0
2520653481,6027793716,4/7/2013 18:12,6,1
2520653481,2745392226,5/26/2013 19:53,6,0
2520653481,4123276185,4/15/2013 21:01,8,1
2520653481,1736378851,8/28/2013 13:39,6,1
2520653481,1736378851,7/18/2013 19:22,4,0
2520653481,6027793716,8/8/2013 19:12,4,0
2520653481,8491420706,7/19/2013 19:07,3,0
2520653481,3360539049,2/11/2013 19:51,9,0
2520653481,4635053435,11/6/2013 15:13,13,0
2520653481,8706635863,9/29/2013 13:38,13,0
2520653481,2550341762,11/7/2013 8:36,13,0
2520653481,8061245928,9/12/2013 6:31,1,1
2520653481,4123276185,3/27/2013 14:40,1,0
2520653481,3360539049,7/26/2013 8:32,8,0
2520653481,5299420150,1/22/2013 22:05,3,0
2520653481,5366395958,4/16/2013 20:19,11,0
2520653481,4724030795,12/17/2013 13:59,6,0
2520653481,4635053435,1/18/2013 15:54,1,0
2520653481,6715509199,10/26/2013 7:42,18,0
2520653481,5215167449,6/12/2013 12:19,7,0
2520653481,2745392226,6/27/2013 20:25,18,0
2520653481,2501770245,4/18/2013 18:25,5,0
2520653481,8383849957,4/29/2013 8:49,2,0
2520653481,5215167449,12/15/2013 12:33,7,1
2520653481,1980565462,5/12/2013 6:33,7,0
2520653481,4415178157,3/11/2013 21:49,10,0
2520653481,7026025201,1/28/2013 18:40,10,0
2520653481,4123276185,4/23/2013 23:18,16,0
2520653481,1736378851,2/8/2013 18:41,15,0
2520653481,7364313440,4/17/2013 10:23,1,1
2520653481,5299420150,7/16/2013 11:44,10,0
2520653481,3161938767,1/3/2013 8:08,12,0
2520653481,8383849957,2/17/2013 15:52,2,0
2520653481,8383849957,10/16/2013 20:04,1,0
2520653481,3161938767,5/17/2013 10:43,1,0
2520653481,3140631084,6/5/2013 17:46,3,0
2520653481,4557385201,7/27/2013 11:21,8,0
2520653481,6499359254,7/23/2013 23:58,5,0
2520653481,4415178157,8/21/2013 23:58,17,1
2520653481,7655655199,12/26/2013 12:44,8,1
2520653481,9813612046,4/27/2013 18:13,1,0
2520653481,5977014400,1/20/2013 16:22,14,0
2520653481,1736378851,3/21/2013 0:24,17,0
2520653481,1736378851,3/16/2013 9:12,16,0
2520653481,4825254563,7/12/2013 20:57,2,0
2520653481,3140631084,8/29/2013 6:30,12,0
2520653481,8240099168,8/29/2013 5:47,4,0
2520653481,8061245928,12/13/2013 4:41,4,0
2520653481,8240099168,11/6/2013 21:19,18,0
2520653481,5215167449,12/1/2013 14:09,8,0
2520653481,8383849957,5/23/2013 23:49,19,0
2520653481,4635053435,8/19/2013 19:42,22,0
2520653481,4825254563,3/11/2013 12:05,1,1
2520653481,4825254563,3/12/2013 8:50,7,0
2520653481,1736378851,9/6/2013 0:01,10,0
2520653481,5778713178,9/4/2013 5:43,21,0
2520653481,7811272662,10/4/2013 17:51,14,0
2520653481,6191386422,8/30/2013 19:44,13,0
2520653481,5299420150,4/11/2013 19:53,1,0
2520653481,6715509199,5/15/2013 9:42,14,0
2520653481,2501770245,9/12/2013 12:48,1,0
2520653481,4724030795,6/9/2013 7:29,22,0
2520653481,3172005440,4/11/2013 22:42,18,1
2520653481,8342429963,6/10/2013 10:55,2,0
2520653481,3140631084,8/19/2013 21:02,1,1
2520653481,4123276185,3/1/2013 6:04,1,0
2520653481,1736378851,12/3/2013 20:57,1,0
2520653481,4635053435,8/7/2013 13:50,1,0
2520653481,4635053435,10/15/2013 17:28,12,0
2520653481,3140631084,1/3/2013 19:24,14,1
2520653481,5299420150,8/28/2013 13:35,11,0
2520653481,4123276185,9/25/2013 13:22,10,0
2520653481,1736378851,1/9/2013 7:22,10,0
2520653481,5299420150,6/7/2013 9:41,8,0
2520653481,8706635863,1/10/2013 11:01,4,0
2520653481,3161938767,12/2/2013 13:20,12,0
2520653481,3161938767,4/29/2013 20:02,14,0
2520653481,9961538236,9/22/2013 19:19,24,0
2520653481,9558311509,8/8/2013 18:49,6,0
2520653481,7713476838,1/2/2013 18:45,4,0
2520653481,5099724478,3/20/2013 17:15,17,1
2520653481,9961538236,9/8/2013 19:19,3,1
2520653481,5968347790,11/7/2013 0:29,17,0
2520653481,6499359254,1/9/2013 9:35,11,0
2520653481,7026025201,12/5/2013 8:02,4,0
2520653481,5299420150,12/6/2013 22:08,8,0
2520653481,8706635863,1/20/2013 10:58,1,0
2520653481,8706635863,5/28/2013 0:56,13,0
2520653481,4123276185,12/9/2013 21:07,4,0
2520653481,8491420706,7/4/2013 17:01,6,0
2520653481,7811272662,10/12/2013 23:26,3,1
2520653481,2501770245,1/5/2013 22:50,15,0
2520653481,6499359254,9/1/2013 13:42,1,1
2520653481,5299420150,11/8/2013 19:52,5,0
2520653481,5977014400,6/15/2013 19:06,1,0
2520653481,1736378851,11/24/2013 22:27,6,1
2520653481,4919679008,6/23/2013 19:41,10,0
2520653481,1736378851,1/26/2013 20:42,1,0
2520653481,5968347790,5/14/2013 18:51,1,0
2520653481,5299420150,8/7/2013 10:41,6,0
2520653481,4919679008,9/1/2013 23:49,11,0
2520653481,4123276185,11/4/2013 21:21,7,0
2520653481,4123276185,9/16/2013 0:26,2,1
2520653481,8993184566,9/27/2013 14:08,2,0
2520653481,5355101946,4/28/2013 20:07,6,1
2520653481,2399052355,2/1/2013 18:51,14,0
2520653481,8706635863,5/30/2013 18:44,1,1
2520653481,1296335962,12/15/2013 19:58,1,0
2520653481,1296335962,10/29/2013 20:12,1,0
2520653481,5977014400,12/7/2013 21:19,1,0
2520653481,8383849957,12/19/2013 21:24,14,0
2520653481,5886845068,10/2/2013 23:23,19,0
2520653481,4825254563,10/31/2013 12:46,1,0
2520653481,7655655199,6/7/2013 17:06,2,0
2520653481,4825254563,7/1/2013 20:19,23,0
2520653481,5886845068,5/23/2013 13:20,1,0
2520653481,6191386422,10/22/2013 21:23,1,0
2520653481,2788519665,12/10/2013 0:40,1,0
2520653481,7655655199,7/21/2013 15:45,1,0
2520653481,8240099168,8/8/2013 21:14,13,0
2520653481,9931629644,4/5/2013 19:59,1,0
2520653481,1736378851,5/20/2013 23:40,5,0
2520653481,4635053435,5/12/2013 9:59,14,0
2520653481,2501770245,5/20/2013 18:13,1,0
2520653481,4724030795,4/7/2013 22:40,9,0
2520653481,4635053435,9/13/2013 14:26,1,0
2520653481,7474750907,6/12/2013 19:25,11,0
2520653481,3140631084,2/19/2013 19:10,14,0
2520653481,7713476838,6/1/2013 12:45,1,0
2520653481,5366395958,10/25/2013 17:02,13,0
2520653481,1736378851,2/22/2013 16:40,13,0
2520653481,4415178157,10/24/2013 15:41,1,0
2520653481,4825254563,7/8/2013 18:57,1,1
2520653481,6715509199,10/14/2013 22:48,4,1
2520653481,5968347790,2/23/2013 9:27,9,0
2520653481,5099724478,4/16/2013 21:12,9,0
2520653481,6499359254,2/7/2013 11:05,9,1
2520653481,5886845068,5/6/2013 19:28,16,0
2520653481,2399052355,12/9/2013 10:59,15,0
2520653481,4919679008,1/18/2013 23:59,13,0
2520653481,2788519665,5/2/2013 20:15,6,0
2520653481,9558311509,7/6/2013 19:20,1,0
2520653481,7575833974,9/3/2013 17:44,16,0
2520653481,5215167449,10/12/2013 17:18,5,1
2520653481,3880069483,9/28/2013 10:32,1,0
2520653481,2788519665,4/24/2013 9:17,8,0
2520653481,4635053435,6/20/2013 1:30,5,0
2520653481,4123276185,8/25/2013 10:29,22,0
2520653481,4123276185,8/6/2013 19:59,3,0
2520653481,8383849957,10/3/2013 6:05,9,0
2520653481,6499359254,11/3/2013 15:43,1,1
2520653481,9558311509,7/17/2013 12:03,9,0
2520653481,4825254563,9/12/2013 22:51,6,0
2520653481,4635053435,10/28/2013 12:56,11,0
2520653481,7575833974,11/26/2013 21:58,17,0
2520653481,5886845068,2/6/2013 12:07,1,0
2520653481,2745392226,3/1/2013 21:21,12,0
2520653481,1736378851,6/3/2013 8:57,17,0
2520653481,6499359254,2/23/2013 7:29,12,0
2520653481,1296335962,12/19/2013 6:53,6,0
2520653481,2501770245,1/16/2013 17:22,1,0
2520653481,2550341762,9/23/2013 16:16,10,0
2520653481,5778713178,6/4/2013 23:21,10,0
2520653481,8342429963,11/24/2013 17:50,1,1
2520653481,4635053435,2/1/2013 10:16,5,0
2520653481,7317675912,3/10/2013 21:40,1,0
2520653481,9813612046,10/15/2013 9:58,2,0
2520653481,5299420150,4/8/2013 9:28,10,0
2520653481,7575833974,2/19/2013 22:08,6,1
2520653481,1736378851,4/12/2013 19:26,15,1
2520653481,4123276185,10/4/2013 17:15,8,0
2520653481,8342429963,4/30/2013 5:06,14,0
2520653481,2550341762,10/29/2013 20:02,34,0
2520653481,5299420150,6/20/2013 20:09,1,1
2520653481,1736378851,8/17/2013 12:56,10,1
2520653481,8383849957,2/21/2013 18:31,18,1
2520653481,3172005440,1/28/2013 23:46,10,0
2520653481,4635053435,10/28/2013 22:47,13,0
2520653481,7575833974,6/10/2013 23:02,1,1
2520653481,8061245928,6/27/2013 12:40,1,0
2520653481,7026025201,12/17/2013 20:42,16,0
2520653481,8383849957,8/19/2013 6:42,13,0
2520653481,2399052355,10/24/2013 22:16,4,1
2520653481,9813612046,8/10/2013 7:36,15,0
2520653481,4123276185,2/24/2013 17:25,7,0
2520653481,6715509199,10/1/2013 20:00,1,0
2520653481,5977014400,3/1/2013 15:47,14,0
2520653481,4123276185,11/1/2013 10:14,4,1
2520653481,4635053435,6/30/2013 14:47,1,0
2520653481,3140631084,3/13/2013 13:04,11,1
2520653481,4635053435,5/13/2013 19:27,5,0
2520653481,3360539049,6/20/2013 13:41,7,0
2520653481,3140631084,11/10/2013 21:11,11,0
2520653481,7343483490,11/5/2013 21:15,1,0
2520653481,2788519665,1/31/2013 22:06,2,1
2520653481,4635053435,1/18/2013 11:06,21,0
2520653481,7026025201,1/16/2013 20:29,2,0
2520653481,8240099168,6/30/2013 21:40,12,0
2520653481,3140631084,8/31/2013 8:28,14,0
2520653481,8993184566,9/23/2013 0:58,17,0
2520653481,1296335962,3/24/2013 14:43,4,0
2520653481,5299420150,10/11/2013 22:59,7,1
2520653481,6191386422,2/11/2013 19:24,11,0
2520653481,4123276185,4/2/2013 7:05,16,0
2520653481,7575833974,7/5/2013 14:45,13,0
2520653481,7026025201,2/16/2013 11:00,1,0
2520653481,4724030795,4/28/2013 17:50,7,0
2520653481,8383849957,12/2/2013 9:07,16,0
2520653481,7364313440,10/24/2013 17:28,8,0
2520653481,4123276185,4/14/2013 17:26,15,0
2520653481,4635053435,3/30/2013 14:32,1,0
2520653481,6027793716,12/8/2013 20:17,1,0
2520653481,1736378851,9/23/2013 15:17,13,0
2520653481,4635053435,9/25/2013 15:13,3,0
2520653481,3172005440,2/4/2013 12:45,18,0
2520653481,8383849957,3/18/2013 7:17,22,0
2520653481,2745392226,4/1/2013 13:49,11,0
2520653481,6715509199,10/9/2013 8:05,6,0
2520653481,8061245928,6/3/2013 20:09,12,0
2520653481,4123276185,11/16/2013 18:38,21,0
2520653481,7026025201,7/20/2013 5:41,1,0
2520653481,4724030795,6/4/2013 6:56,2,1
2520653481,4415178157,2/2/2013 21:28,4,0
2520653481,8383849957,8/2/2013 18:33,1,0
2520653481,5299420150,3/31/2013 14:04,4,1
2520653481,5778713178,11/16/2013 20:10,9,0
2520653481,4825254563,4/7/2013 23:08,11,0
2520653481,1980565462,7/19/2013 13:45,1,0
2520653481,5299420150,7/27/2013 21:20,2,0
2520653481,4635053435,5/1/2013 10:20,18,0
2520653481,1296335962,9/1/2013 23:01,11,1
2520653481,6715509199,7/19/2013 8:36,19,0
2520653481,8061245928,3/6/2013 17:39,12,0
2520653481,5299420150,9/19/2013 13:50,5,0
2520653481,8342429963,11/26/2013 18:33,7,0
2520653481,1980565462,3/24/2013 13:40,24,0
2520653481,4825254563,7/15/2013 20:58,13,0
2520653481,9961538236,6/14/2013 13:33,13,0
2520653481,5886845068,9/6/2013 19:38,2,1
2520653481,2399052355,11/11/2013 21:09,10,0
2520653481,7026025201,3/31/2013 21:15,7,0
2520653481,7811272662,12/24/2013 23:01,9,0
2520653481,5366395958,4/7/2013 18:55,11,0
2520653481,4825254563,11/6/2013 21:52,1,0
2520653481,1980565462,12/13/2013 13:51,1,0
2520653481,1736378851,7/9/2013 20:32,19,0
2520653481,1617934433,5/26/2013 13:29,18,0
2520653481,4724030795,9/4/2013 21:59,5,0
2520653481,4635053435,10/12/2013 8:42,1,0
2520653481,3140631084,6/2/2013 15:27,8,0
2520653481,3140631084,5/18/2013 21:28,11,0
2520653481,4825254563,11/29/2013 21:43,7,0
2520653481,8383849957,12/1/2013 16:28,16,0
2520653481,5299420150,9/16/2013 18:08,14,1
2520653481,3880069483,8/27/2013 10:46,27,0
2520653481,7474750907,2/3/2013 19:04,9,0
2520653481,3140631084,4/25/2013 12:16,12,0
2520653481,9961538236,8/15/2013 22:23,17,0
2520653481,4123276185,6/29/2013 22:22,3,0
2520653481,7575833974,10/11/2013 8:33,10,1
2520653481,7364313440,5/30/2013 21:15,12,0
2520653481,8342429963,4/1/2013 14:36,1,1
2520653481,3360539049,6/1/2013 18:33,13,0
2520653481,4825254563,6/7/2013 15:07,13,0
2520653481,1980565462,1/22/2013 21:57,1,0
2520653481,7811272662,11/4/2013 16:37,25,0
2520653481,8993184566,7/2/2013 21:09,12,1
2520653481,3880069483,12/4/2013 17:43,1,1
2520653481,7713476838,3/18/2013 17:38,9,0
2520653481,4825254563,5/22/2013 13:15,8,0
2520653481,9961538236,3/31/2013 22:53,1,1
2520653481,7026025201,1/29/2013 22:40,8,1
2520653481,5977014400,7/28/2013 19:48,8,0
2520653481,4635053435,11/16/2013 8:19,3,0
2520653481,6499359254,3/26/2013 21:21,9,0
2520653481,4724030795,5/15/2013 22:10,1,0
2520653481,7317675912,7/16/2013 13:40,13,0
2520653481,8342429963,7/29/2013 23:46,20,0
2520653481,7713476838,11/1/2013 15:45,3,1
2520653481,4635053435,7/11/2013 20:45,1,0
2520653481,9931629644,1/31/2013 18:54,11,0
2520653481,9813612046,9/16/2013 22:11,11,0
2520653481,8993184566,5/15/2013 23:29,12,0
2520653481,8240099168,3/7/2013 20:31,1,0
2520653481,4123276185,2/3/2013 16:53,2,0
2520653481,8706635863,8/15/2013 16:36,2,0
2520653481,4635053435,8/27/2013 7:53,1,0
2520653481,2550341762,4/7/2013 7:52,12,0
2520653481,4754381399,6/30/2013 8:13,7,0
2520653481,1736378851,10/16/2013 19:57,6,0
2520653481,3161938767,4/5/2013 20:00,6,0
2520653481,1736378851,3/21/2013 11:41,13,0
2520653481,7343483490,3/26/2013 20:13,10,0
2520653481,5778713178,10/9/2013 19:38,19,0
2520653481,3172005440,11/19/2013 10:29,1,1
2520653481,4123276185,1/20/2013 8:55,1,0
2520653481,7575833974,3/22/2013 18:15,12,0
2520653481,8061245928,1/3/2013 2:39,7,0
2520653481,5299420150,10/19/2013 10:08,1,1
2520653481,6499359254,12/14/2013 20:14,1,1
2520653481,4123276185,6/6/2013 23:53,1,1
2520653481,5099724478,11/8/2013 20:33,20,1
2520653481,7343483490,3/29/2013 23:17,4,0
2520653481,4825254563,7/19/2013 20:33,7,0
2520653481,5355101946,11/13/2013 23:31,24,1
2520653481,5886845068,12/27/2013 22:23,20,0
2520653481,4825254563,7/12/2013 13:17,4,0
2520653481,6191386422,7/3/2013 10:04,11,0
2520653481,5299420150,1/29/2013 20:43,6,0
2520653481,8240099168,2/20/2013 13:41,11,0
2520653481,4825254563,8/4/2013 18:04,15,0
2520653481,4754381399,10/31/2013 17:37,9,0
2520653481,4635053435,5/3/2013 10:14,1,0
2520653481,5778713178,1/11/2013 16:39,1,0
2520653481,2788519665,3/22/2013 20:58,9,0
2520653481,4635053435,3/13/2013 22:00,26,0
2520653481,2550341762,10/1/2013 0:10,30,0
2520653481,9558311509,11/22/2013 19:28,21,0
2520653481,8342429963,3/3/2013 22:52,15,0
2520653481,2745392226,2/16/2013 16:05,7,0
2520653481,4635053435,11/18/2013 6:21,15,0
2520653481,3880069483,12/21/2013 20:23,11,0
2520653481,5366395958,9/15/2013 20:27,4,0
2520653481,8383849957,11/29/2013 18:52,9,0
2520653481,7026025201,5/6/2013 0:07,6,0
2520653481,7026025201,1/18/2013 0:37,8,1
2520653481,5099724478,3/17/2013 18:28,9,0
2520653481,9558311509,12/30/2013 18:43,1,0
2520653481,1296335962,2/13/2013 16:50,2,1
2520653481,8061245928,11/15/2013 20:53,2,0
2520653481,1736378851,6/4/2013 15:14,17,0
2520653481,5355101946,5/23/2013 20:12,6,0
2520653481,4415178157,12/18/2013 12:02,6,0
2520653481,8240099168,5/9/2013 22:49,24,0
2520653481,4635053435,5/19/2013 15:41,1,0
2520653481,3172005440,2/28/2013 20:59,5,0
2520653481,9558311509,12/18/2013 20:21,14,0
2520653481,3172005440,1/8/2013 22:40,8,0
2520653481,7575833974,12/18/2013 16:36,1,1
2520653481,6027793716,5/17/2013 12:28,12,0
2520653481,8342429963,4/7/2013 0:35,6,0
2520653481,5366395958,12/28/2013 22:50,15,0
2520653481,1736378851,4/6/2013 2:46,11,0
2520653481,5977014400,7/3/2013 18:41,14,0
2520653481,7575833974,10/2/2013 19:44,1,0
2520653481,3360539049,3/17/2013 6:42,8,0
2520653481,7655655199,5/28/2013 21:20,6,0
2520653481,8383849957,5/31/2013 11:48,2,0
2520653481,1296335962,4/30/2013 19:15,7,0
2520653481,8383849957,12/17/2013 22:51,9,0
2520653481,5968347790,2/19/2013 7:44,3,1
2520653481,4635053435,4/14/2013 20:03,8,0
2520653481,4825254563,7/21/2013 9:16,1,0
2520653481,9558311509,8/24/2013 18:31,10,0
2520653481,5299420150,12/3/2013 10:28,9,0
2520653481,1296335962,10/21/2013 0:47,15,0
2520653481,8383849957,2/2/2013 15:24,1,0
2520653481,8491420706,5/1/2013 16:38,10,0
2520653481,8383849957,8/23/2013 20:23,14,0
2520653481,5299420150,2/10/2013 13:50,3,0
2520653481,4415178157,11/9/2013 8:23,6,0
2520653481,8240099168,5/10/2013 10:01,2,1
2520653481,4635053435,10/29/2013 8:26,6,0
2520653481,8240099168,1/30/2013 15:47,9,0
2520653481,5215167449,11/22/2013 21:31,7,0
2520653481,4415178157,11/30/2013 16:43,17,0
2520653481,4635053435,3/25/2013 11:49,21,0
2520653481,4123276185,5/6/2013 9:47,15,0
2520653481,8383849957,1/1/2013 13:47,8,0
2520653481,7026025201,11/3/2013 15:33,3,0
2520653481,4635053435,2/12/2013 12:37,1,0
2520653481,4415178157,9/14/2013 20:34,1,1
2520653481,2399052355,12/1/2013 21:03,7,0
2520653481,2501770245,10/27/2013 22:28,2,1
2520653481,4825254563,4/18/2013 8:10,3,0
2520653481,2788519665,9/11/2013 17:12,19,0
2520653481,4825254563,5/18/2013 8:43,20,0
2520653481,6191386422,9/23/2013 11:33,3,0
2520653481,3140631084,11/3/2013 19:08,14,0
2520653481,6027793716,9/10/2013 16:51,1,0
2520653481,1736378851,2/14/2013 20:41,16,0
2520653481,7474750907,1/15/2013 19:00,5,0
2520653481,4635053435,1/19/2013 0:32,10,0
2520653481,6715509199,3/27/2013 14:12,21,1
2520653481,5299420150,1/22/2013 18:30,5,0
2520653481,7713476838,9/6/2013 13:04,16,0
2520653481,7026025201,12/4/2013 19:39,10,0
2520653481,4825254563,6/8/2013 9:04,13,0
2520653481,3161938767,9/24/2013 12:56,1,0
2520653481,4825254563,2/27/2013 13:42,7,1
2520653481,8383849957,7/11/2013 19:12,14,0
2520653481,1980565462,6/29/2013 16:38,29,0
2520653481,2501770245,8/19/2013 21:53,12,0
2520653481,1736378851,6/14/2013 12:10,19,0
2520653481,5299420150,3/1/2013 7:35,1,0
2520653481,5977014400,7/3/2013 6:11,18,0
2520653481,5299420150,11/26/2013 10:51,19,0
2520653481,8383849957,8/5/2013 16:28,5,0
2520653481,1296335962,10/12/2013 20:59,20,0
2520653481,1736378851,6/10/2013 9:47,7,0
2520653481,7026025201,9/21/2013 17:32,9,0
2520653481,7026025201,12/1/2013 22:49,22,0
2520653481,5968347790,2/19/2013 6:23,3,0
2520653481,9931629644,11/22/2013 17:34,19,0
2520653481,1980565462,8/3/2013 22:42,15,0
2520653481,4825254563,2/8/2013 12:12,13,0
2520653481,6027793716,9/17/2013 23:38,1,0
2520653481,8383849957,5/13/2013 21:48,8,0
2520653481,9961538236,1/5/2013 21:16,11,0
2520653481,4635053435,10/19/2013 17:08,15,0
2520653481,6191386422,6/4/2013 20:50,18,0
2520653481,3360539049,9/30/2013 23:33,15,0
2520653481,7474750907,11/28/2013 12:41,11,0
2520653481,4825254563,7/4/2013 6:57,1,0
2520653481,4123276185,8/15/2013 13:51,3,0
2520653481,1736378851,6/30/2013 20:04,16,0
2520653481,1736378851,1/20/2013 0:43,17,0
2520653481,3360539049,5/11/2013 16:17,12,0
2520653481,4825254563,11/14/2013 17:38,17,1
2520653481,8342429963,10/14/2013 23:08,11,1
2520653481,8240099168,8/18/2013 13:20,4,0
2520653481,4825254563,5/23/2013 17:36,10,0
2520653481,8342429963,9/30/2013 21:33,10,0
2520653481,4825254563,5/12/2013 7:18,13,1
2520653481,8383849957,2/8/2013 19:07,24,0
2520653481,5299420150,3/7/2013 21:08,8,0
2520653481,9813612046,10/21/2013 17:49,13,0
2520653481,4123276185,1/2/2013 11:08,13,0
2520653481,8061245928,6/26/2013 7:55,11,0
2520653481,7474750907,9/25/2013 22:57,10,0
2520653481,7364313440,5/29/2013 12:55,8,0
2520653481,7026025201,11/18/2013 5:24,11,1
2520653481,8383849957,7/11/2013 9:44,4,0
2520653481,5778713178,11/21/2013 2:17,9,1
